pointsbanktransactiontype,currentsourcecode,Source Hotel,hotelcode,Destination Hotel,Distinct count of confirmationnumber,bookingvalueusd
Paid Reservation,SBE7064,Hotel Casa San Agustin,LW7068,Hotel Las Islas,6,6731
Paid Reservation,SBE7068,Hotel Las Islas,LW7068,Hotel Las Islas,92,117380
Paid Reservation,SBE7537,Chable Maroma,LW7068,Hotel Las Islas,2,5360
Paid Reservation,SBE0648,Hotel Le K2 Altitude,LW0648,Hotel Le K2 Altitude,2,11322
Paid Reservation,SBE0639,Hotel Le K2 Palace,LW0639,Hotel Le K2 Palace,1,6051
Paid Reservation,SBE0613,Hotel Byblos,LW0662,Hotel Metropole Monte-Carlo,1,1591
Paid Reservation,SBE0624,Hotel Royal-Riviera,LW0662,Hotel Metropole Monte-Carlo,1,601
Paid Reservation,SBE0655,Lily of the Valley,LW0662,Hotel Metropole Monte-Carlo,2,2088
Paid Reservation,SBE0902,Hotel Okura Amsterdam,LW0662,Hotel Metropole Monte-Carlo,6,2489
Paid Reservation,SBE1606,Gstaad Palace,LW0662,Hotel Metropole Monte-Carlo,1,749
Paid Reservation,SBE2725,The Newbury Boston,LW0662,Hotel Metropole Monte-Carlo,1,894
Paid Reservation,SBE0662,Hotel Metropole Monte-Carlo,LW0662,Hotel Metropole Monte-Carlo,0,0
Paid Reservation,SBE1868,The Datai Langkawi,LW3150,Hotel Monte Mulini,2,3242
Paid Reservation,SBE2120,Due Torri Hotel,LW3150,Hotel Monte Mulini,1,2573
Paid Reservation,SBE7035,Hotel Fasano Rio de Janeiro,LW7050,Hotel Montevideo,2,355
Paid Reservation,SBE7036,Hotel Fasano Punta del Este,LW7050,Hotel Montevideo,1,750
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW0711,Hotel Nassauer Hof,4,1876
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW0711,Hotel Nassauer Hof,6,2139
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW0711,Hotel Nassauer Hof,2,531
Paid Reservation,SBE0815,Katikies Santorini,LW0711,Hotel Nassauer Hof,1,246
Paid Reservation,SBE0824,Katikies Garden Santorini,LW0711,Hotel Nassauer Hof,1,296
Paid Reservation,SBE1422,Bahia del Duque,LW0711,Hotel Nassauer Hof,1,266
Paid Reservation,SBE1446,Es Princep,LW0711,Hotel Nassauer Hof,1,314
Paid Reservation,SBE1613,Badrutt's Palace Hotel,LW0711,Hotel Nassauer Hof,1,4160
Paid Reservation,SBE1616,Suvretta House,LW0711,Hotel Nassauer Hof,2,750
Paid Reservation,SBE1635,Hotel des Trois Couronnes,LW0711,Hotel Nassauer Hof,2,449
Paid Reservation,SBE2136,Grand Hotel Quisisana,LW0711,Hotel Nassauer Hof,1,2119
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0902,Hotel Okura Amsterdam,2,983
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW0902,Hotel Okura Amsterdam,7,5453
Paid Reservation,SBE0301,d'Angleterre,LW0902,Hotel Okura Amsterdam,2,2045
Paid Reservation,SBE0658,Royal Champagne Hotel & Spa,LW0902,Hotel Okura Amsterdam,3,1522
Paid Reservation,SBE0902,Hotel Okura Amsterdam,LW0902,Hotel Okura Amsterdam,967,1069339
Paid Reservation,SBE0905,Hotel des Indes,LW0902,Hotel Okura Amsterdam,2,896
Paid Reservation,SBE1311,Bairro Alto Hotel,LW0902,Hotel Okura Amsterdam,2,4238
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW0902,Hotel Okura Amsterdam,2,3448
Paid Reservation,SBE1606,Gstaad Palace,LW0902,Hotel Okura Amsterdam,1,350
Paid Reservation,SBE1613,Badrutt's Palace Hotel,LW0902,Hotel Okura Amsterdam,1,2780
Paid Reservation,SBE1626,Baur au Lac,LW0902,Hotel Okura Amsterdam,3,3056
Paid Reservation,SBE1741,The Hay-Adams,LW0902,Hotel Okura Amsterdam,1,1561
Paid Reservation,SBE1802,The Okura Tokyo,LW0902,Hotel Okura Amsterdam,1,1649
Paid Reservation,SBE1819,Rayavadee,LW0902,Hotel Okura Amsterdam,1,203
Paid Reservation,SBE1936,Rock House Resort,LW0902,Hotel Okura Amsterdam,2,3866
Paid Reservation,SBE2120,Due Torri Hotel,LW0902,Hotel Okura Amsterdam,2,1173
Paid Reservation,SBE2179,Baglioni Hotel Regina,LW0902,Hotel Okura Amsterdam,1,2282
Paid Reservation,SBE2186,Villa Cora,LW0902,Hotel Okura Amsterdam,1,453
Paid Reservation,SBE2189,The Phoenicia,LW0902,Hotel Okura Amsterdam,1,2986
Paid Reservation,SBE2730,The Greenwich Hotel,LW0902,Hotel Okura Amsterdam,1,911
Paid Reservation,SBE2754,Mr. C Miami – Coconut Grove,LW0902,Hotel Okura Amsterdam,1,1724
Paid Reservation,SBE7066,"The Singular Patagonia, Puerto Bories Hotel",LW0902,Hotel Okura Amsterdam,1,512
Paid Reservation,SBE7070,Nayara Hangaroa,LW0902,Hotel Okura Amsterdam,1,1291
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW0734,Hotel Palace Berlin,1,847
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0734,Hotel Palace Berlin,2,1559
Paid Reservation,SBE0117,Palais Coburg Residenz,LW0734,Hotel Palace Berlin,4,3277
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW0734,Hotel Palace Berlin,2,1426
Paid Reservation,SBE0734,Hotel Palace Berlin,LW0734,Hotel Palace Berlin,239,155414
Paid Reservation,SBE2189,The Phoenicia,LW0734,Hotel Palace Berlin,1,1741
Paid Reservation,SBE7556,Nayara Tented Camp,LW1760,Hotel Plaza Athénée,3,2250
Paid Reservation,SBE0108,Hotel Sacher Wien,LW1410,Hotel Puente Romano Beach Resort,1,5565
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW1410,Hotel Puente Romano Beach Resort,2,7534
Paid Reservation,SBE0902,Hotel Okura Amsterdam,LW1410,Hotel Puente Romano Beach Resort,2,7853
Paid Reservation,SBE1203,Britannia Hotel,LW1410,Hotel Puente Romano Beach Resort,1,4831
Paid Reservation,SBE1306,Vila Vita Parc,LW1410,Hotel Puente Romano Beach Resort,1,10542
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW1410,Hotel Puente Romano Beach Resort,10,65917
Paid Reservation,SBE1410,Hotel Puente Romano Beach Resort,LW1410,Hotel Puente Romano Beach Resort,103,493731
Paid Reservation,SBE1616,Suvretta House,LW1410,Hotel Puente Romano Beach Resort,1,7990
Paid Reservation,SBE1626,Baur au Lac,LW1410,Hotel Puente Romano Beach Resort,1,7840
Paid Reservation,SBE2112,Villa d'Este,LW1410,Hotel Puente Romano Beach Resort,1,4008
Paid Reservation,SBE2824,Palace Hotel Tokyo,LW1410,Hotel Puente Romano Beach Resort,1,12055
Paid Reservation,SBE6003,La Mamounia,LW1410,Hotel Puente Romano Beach Resort,1,6003
Paid Reservation,SBE0351,Hotel Kämp,LW1303,Hotel Quinta do Lago,2,1709
Paid Reservation,SBE1303,Hotel Quinta do Lago,LW1303,Hotel Quinta do Lago,26,59990
Paid Reservation,SBE1311,Bairro Alto Hotel,LW1303,Hotel Quinta do Lago,1,2660
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW1303,Hotel Quinta do Lago,1,6640
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW1303,Hotel Quinta do Lago,1,5303
Paid Reservation,SBE1920,Carlisle Bay,LW0616,Hotel Raphael Paris,1,1192
Paid Reservation,SBE2862,Raya Heritage,LW0616,Hotel Raphael Paris,1,1046
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW0609,Hotel Royal - Evian Resort,3,5343
Paid Reservation,SBE0609,Hotel Royal - Evian Resort,LW0609,Hotel Royal - Evian Resort,109,208961
Paid Reservation,SBE0658,Royal Champagne Hotel & Spa,LW0609,Hotel Royal - Evian Resort,2,4037
Paid Reservation,SBE1323,Vinha Boutique Hotel,LW0609,Hotel Royal - Evian Resort,1,574
Paid Reservation,SBE1608,Beau-Rivage Palace,LW0609,Hotel Royal - Evian Resort,5,12755
Paid Reservation,SBE1624,Hotel Schweizerhof Bern & Spa,LW0609,Hotel Royal - Evian Resort,2,1761
Paid Reservation,SBE1626,Baur au Lac,LW0609,Hotel Royal - Evian Resort,1,634
Paid Reservation,SBE1635,Hotel des Trois Couronnes,LW0609,Hotel Royal - Evian Resort,2,3445
Paid Reservation,SBE6003,La Mamounia,LW0609,Hotel Royal - Evian Resort,1,1408
Paid Reservation,SBE6009,Royal Mansour Marrakech,LW0609,Hotel Royal - Evian Resort,1,803
Paid Reservation,SBE7556,Nayara Tented Camp,LW0609,Hotel Royal - Evian Resort,2,2796
Paid Reservation,SBE0609,Hotel Royal - Evian Resort,LW0624,Hotel Royal-Riviera,1,943
Paid Reservation,SBE0624,Hotel Royal-Riviera,LW0624,Hotel Royal-Riviera,98,340030
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW0624,Hotel Royal-Riviera,1,1887
Paid Reservation,SBE1437,Castell Son Claret,LW0624,Hotel Royal-Riviera,1,3597
Paid Reservation,SBE1635,Hotel des Trois Couronnes,LW0624,Hotel Royal-Riviera,1,1360
Paid Reservation,SBE1929,Silversands Grenada,LW0624,Hotel Royal-Riviera,1,1557
Paid Reservation,SBE2157,Terme di Saturnia Natural SPA & Golf Resort,LW0624,Hotel Royal-Riviera,1,2641
Paid Reservation,SBE2713,The Kahala Hotel & Resort,LW0624,Hotel Royal-Riviera,1,1519
Paid Reservation,SBE2758,Malibu Beach Inn,LW0624,Hotel Royal-Riviera,1,3927
Paid Reservation,SBE7064,Hotel Casa San Agustin,LW0624,Hotel Royal-Riviera,1,2000
Paid Reservation,SBE7558,Nayara Gardens,LW0624,Hotel Royal-Riviera,1,1436
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW0103,Hotel Sacher Salzburg,1,548
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW0103,Hotel Sacher Salzburg,372,674488
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0103,Hotel Sacher Salzburg,27,72809
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW0103,Hotel Sacher Salzburg,1,381
Paid Reservation,SBE0428,Baglioni Hotel London,LW0103,Hotel Sacher Salzburg,1,3236
Paid Reservation,SBE0651,Fauchon L'Hotel - Paris,LW0103,Hotel Sacher Salzburg,1,3254
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW0103,Hotel Sacher Salzburg,2,2349
Paid Reservation,SBE0902,Hotel Okura Amsterdam,LW0103,Hotel Sacher Salzburg,2,1411
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW0103,Hotel Sacher Salzburg,3,2553
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW0103,Hotel Sacher Salzburg,2,2125
Paid Reservation,SBE1603,Bellevue Palace Bern,LW0103,Hotel Sacher Salzburg,1,800
Paid Reservation,SBE1606,Gstaad Palace,LW0103,Hotel Sacher Salzburg,1,2708
Paid Reservation,SBE1626,Baur au Lac,LW0103,Hotel Sacher Salzburg,2,7775
Paid Reservation,SBE1643,Park Hotel Vitznau,LW0103,Hotel Sacher Salzburg,1,2626
Paid Reservation,SBE2112,Villa d'Este,LW0103,Hotel Sacher Salzburg,1,600
Paid Reservation,SBE2120,Due Torri Hotel,LW0103,Hotel Sacher Salzburg,1,1938
Paid Reservation,SBE2126,Grand Hotel Excelsior Vittoria,LW0103,Hotel Sacher Salzburg,1,1251
Paid Reservation,SBE2128,Villa e Palazzo Aminta,LW0103,Hotel Sacher Salzburg,1,5660
Paid Reservation,SBE2186,Villa Cora,LW0103,Hotel Sacher Salzburg,1,409
Paid Reservation,SBE2725,The Newbury Boston,LW0103,Hotel Sacher Salzburg,1,5486
Paid Reservation,SBE2743,Carillon Miami Wellness Resort,LW0103,Hotel Sacher Salzburg,2,7152
Paid Reservation,SBE2860,Emerald Maldives Resort & Spa,LW0103,Hotel Sacher Salzburg,2,3799
Paid Reservation,SBE3055,The Grand Mark Prague,LW0103,Hotel Sacher Salzburg,2,8490
Paid Reservation,SBE6009,Royal Mansour Marrakech,LW0103,Hotel Sacher Salzburg,1,1277
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW0108,Hotel Sacher Wien,17,38575
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0108,Hotel Sacher Wien,560,1346753
Paid Reservation,SBE0117,Palais Coburg Residenz,LW0108,Hotel Sacher Wien,2,4339
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW0108,Hotel Sacher Wien,1,3201
Paid Reservation,SBE0658,Royal Champagne Hotel & Spa,LW0108,Hotel Sacher Wien,1,1843
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW0108,Hotel Sacher Wien,1,1518
Paid Reservation,SBE1202,Hotel Continental,LW0108,Hotel Sacher Wien,2,2771
Paid Reservation,SBE1306,Vila Vita Parc,LW0108,Hotel Sacher Wien,1,3383
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW0108,Hotel Sacher Wien,3,9662
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW0108,Hotel Sacher Wien,2,4492
Paid Reservation,SBE1603,Bellevue Palace Bern,LW0108,Hotel Sacher Wien,1,818
Paid Reservation,SBE1613,Badrutt's Palace Hotel,LW0108,Hotel Sacher Wien,2,4405
Paid Reservation,SBE1622,Lausanne Palace,LW0108,Hotel Sacher Wien,2,3147
Paid Reservation,SBE1643,Park Hotel Vitznau,LW0108,Hotel Sacher Wien,1,2980
Paid Reservation,SBE2103,Hassler Roma,LW0108,Hotel Sacher Wien,1,3323
Paid Reservation,SBE2114,Grand Hotel et de Milan,LW0108,Hotel Sacher Wien,1,4740
Paid Reservation,SBE2208,Borgo Santo Pietro,LW0108,Hotel Sacher Wien,1,606
Paid Reservation,SBE2713,The Kahala Hotel & Resort,LW0108,Hotel Sacher Wien,1,4741
Paid Reservation,SBE2725,The Newbury Boston,LW0108,Hotel Sacher Wien,1,6632
Paid Reservation,SBE2824,Palace Hotel Tokyo,LW0108,Hotel Sacher Wien,3,6446
Paid Reservation,SBE3055,The Grand Mark Prague,LW0108,Hotel Sacher Wien,1,3890
Paid Reservation,SBE6009,Royal Mansour Marrakech,LW0108,Hotel Sacher Wien,1,2996
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW2132,Hotel Santa Caterina,1,5709
Paid Reservation,SBE1418,Seaside Grand Hotel Residencia,LW2132,Hotel Santa Caterina,1,2952
