pointsbanktransactiontype,currentsourcecode,Source Hotel,hotelcode,Destination Hotel,Distinct count of confirmationnumber,bookingvalueusd
Paid Reservation,SBE2750,Mr. C Beverly Hills,LW2754,Mr. C Miami – Coconut Grove,2,2082
Paid Reservation,SBE2754,Mr. C Miami – Coconut Grove,LW2754,Mr. C Miami – Coconut Grove,177,203060
Paid Reservation,SBE7035,Hotel Fasano Rio de Janeiro,LW2754,Mr. C Miami – Coconut Grove,1,3425
Paid Reservation,SBE7538,Chable Yucatan,LW2754,Mr. C Miami – Coconut Grove,1,1013
Paid Reservation,SBE2759,Mr. C New York – Seaport,LW2759,Mr. C New York – Seaport,10,8121
Paid Reservation,SBE0809,Myconian Imperial Resort,LW0809,Myconian Imperial Resort,1,3722
Paid Reservation,SBE0821,Lesante Blu Exclusive Beach Resort,LW0809,Myconian Imperial Resort,1,1177
Paid Reservation,SBE1612,Le Mirador Resort and Spa,LW0809,Myconian Imperial Resort,2,4854
Paid Reservation,SBE7065,"The Singular Santiago, Lastarria Hotel",LW7069,Nayara Alto Atacama,3,5994
Paid Reservation,SBE7066,"The Singular Patagonia, Puerto Bories Hotel",LW7069,Nayara Alto Atacama,1,2680
Paid Reservation,SBE7069,Nayara Alto Atacama,LW7069,Nayara Alto Atacama,22,89223
Paid Reservation,SBE7556,Nayara Tented Camp,LW7069,Nayara Alto Atacama,1,5560
Paid Reservation,SBE7557,Nayara Bocas del Toro,LW7069,Nayara Alto Atacama,1,6714
Paid Reservation,SBE7556,Nayara Tented Camp,LW7557,Nayara Bocas del Toro,1,6843
Paid Reservation,SBE7557,Nayara Bocas del Toro,LW7557,Nayara Bocas del Toro,9,44189
Paid Reservation,SBE0815,Katikies Santorini,LW7558,Nayara Gardens,1,1176
Paid Reservation,SBE1618,The Dolder Grand,LW7558,Nayara Gardens,1,1345
Paid Reservation,SBE2713,The Kahala Hotel & Resort,LW7558,Nayara Gardens,1,672
Paid Reservation,SBE2762,Parker Palm Springs,LW7558,Nayara Gardens,2,1869
Paid Reservation,SBE7064,Hotel Casa San Agustin,LW7558,Nayara Gardens,1,1325
Paid Reservation,SBE7069,Nayara Alto Atacama,LW7558,Nayara Gardens,1,6370
Paid Reservation,SBE7556,Nayara Tented Camp,LW7558,Nayara Gardens,11,16191
Paid Reservation,SBE7558,Nayara Gardens,LW7558,Nayara Gardens,240,417642
Paid Reservation,SBE7069,Nayara Alto Atacama,LW7070,Nayara Hangaroa,3,6790
Paid Reservation,SBE7070,Nayara Hangaroa,LW7070,Nayara Hangaroa,13,29645
Paid Reservation,SBE7556,Nayara Tented Camp,LW7070,Nayara Hangaroa,1,4794
Paid Reservation,SBE1445,Gran Hotel Ingles,LW7556,Nayara Tented Camp,1,3420
Paid Reservation,SBE1773,Sonnenalp Hotel,LW7556,Nayara Tented Camp,1,3420
Paid Reservation,SBE7064,Hotel Casa San Agustin,LW7556,Nayara Tented Camp,1,4560
Paid Reservation,SBE7556,Nayara Tented Camp,LW7556,Nayara Tented Camp,278,1211237
Paid Reservation,SBE7558,Nayara Gardens,LW7556,Nayara Tented Camp,14,54016
Paid Reservation,SBE2778,Nine Orchard,LW2778,Nine Orchard,3,4109
Paid Reservation,SBE0722,Colombi Hotel,LW2766,Nobu Hotel Chicago,1,395
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW2766,Nobu Hotel Chicago,1,1454
Paid Reservation,SBE1624,Hotel Schweizerhof Bern & Spa,LW2766,Nobu Hotel Chicago,2,4756
Paid Reservation,SBE1741,The Hay-Adams,LW2766,Nobu Hotel Chicago,2,2241
Paid Reservation,SBE2112,Villa d'Este,LW2766,Nobu Hotel Chicago,3,4373
Paid Reservation,SBE2206,Relais San Maurizio,LW2766,Nobu Hotel Chicago,3,2728
Paid Reservation,SBE2725,The Newbury Boston,LW2766,Nobu Hotel Chicago,1,1168
Paid Reservation,SBE2730,The Greenwich Hotel,LW2766,Nobu Hotel Chicago,1,1749
Paid Reservation,SBE2754,Mr. C Miami – Coconut Grove,LW2766,Nobu Hotel Chicago,2,976
Paid Reservation,SBE2766,Nobu Hotel Chicago,LW2766,Nobu Hotel Chicago,413,388800
Paid Reservation,SBE2852,The PuXuan Hotel and Spa,LW2766,Nobu Hotel Chicago,1,1750
Paid Reservation,SBE1618,The Dolder Grand,LW2765,Nobu Hotel Miami Beach,1,1104
Paid Reservation,SBE1936,Rock House Resort,LW2765,Nobu Hotel Miami Beach,3,1563
Paid Reservation,SBE2701,"The Setai, Miami Beach",LW2765,Nobu Hotel Miami Beach,2,1119
Paid Reservation,SBE2765,Nobu Hotel Miami Beach,LW2765,Nobu Hotel Miami Beach,6,7571
Paid Reservation,SBE7043,Ponta dos Ganchos Exclusive Resort,LW2765,Nobu Hotel Miami Beach,1,277
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW1305,Olissippo Lapa Palace,1,721
Paid Reservation,SBE0902,Hotel Okura Amsterdam,LW1305,Olissippo Lapa Palace,1,1626
Paid Reservation,SBE1306,Vila Vita Parc,LW1305,Olissippo Lapa Palace,1,757
Paid Reservation,SBE1311,Bairro Alto Hotel,LW1305,Olissippo Lapa Palace,1,1219
Paid Reservation,SBE1320,Maison Albar Le Monumental Palace,LW1305,Olissippo Lapa Palace,4,3263
Paid Reservation,SBE1622,Lausanne Palace,LW1305,Olissippo Lapa Palace,1,863
Paid Reservation,SBE1723,The Brazilian Court Hotel,LW1305,Olissippo Lapa Palace,1,377
Paid Reservation,SBE2014,The Hazelton Hotel,LW1305,Olissippo Lapa Palace,1,1452
Paid Reservation,SBE2758,Malibu Beach Inn,LW1305,Olissippo Lapa Palace,1,1107
Paid Reservation,SBE6003,La Mamounia,LW1305,Olissippo Lapa Palace,1,1482
Paid Reservation,SBE2126,Grand Hotel Excelsior Vittoria,LW0416,One Aldwych,2,5467
Paid Reservation,SBE2743,Carillon Miami Wellness Resort,LW0416,One Aldwych,1,1295
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW3601,Opera Hotel,2,696
Paid Reservation,SBE3601,Opera Hotel,LW3601,Opera Hotel,4,2108
Paid Reservation,SBE1924,Grace Bay Club,LW3158,"Palace Elisabeth, HVAR Heritage Hotel",1,3902
Paid Reservation,SBE0117,Palais Coburg Residenz,LW2824,Palace Hotel Tokyo,3,14789
Paid Reservation,SBE0902,Hotel Okura Amsterdam,LW2824,Palace Hotel Tokyo,1,3400
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW2824,Palace Hotel Tokyo,1,702
Paid Reservation,SBE2015,Le Mount Stephen,LW2824,Palace Hotel Tokyo,1,2155
Paid Reservation,SBE2128,Villa e Palazzo Aminta,LW2824,Palace Hotel Tokyo,2,4267
Paid Reservation,SBE2713,The Kahala Hotel & Resort,LW2824,Palace Hotel Tokyo,2,3857
Paid Reservation,SBE2824,Palace Hotel Tokyo,LW2824,Palace Hotel Tokyo,173,463452
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW1439,"Palacio De Los Duques, a Gran Melia Hotel",2,2972
Paid Reservation,SBE1311,Bairro Alto Hotel,LW1439,"Palacio De Los Duques, a Gran Melia Hotel",1,2128
Paid Reservation,SBE1410,Hotel Puente Romano Beach Resort,LW1439,"Palacio De Los Duques, a Gran Melia Hotel",1,1437
Paid Reservation,SBE1445,Gran Hotel Ingles,LW1439,"Palacio De Los Duques, a Gran Melia Hotel",3,3890
Paid Reservation,SBE1612,Le Mirador Resort and Spa,LW1439,"Palacio De Los Duques, a Gran Melia Hotel",1,2465
Paid Reservation,SBE1616,Suvretta House,LW1439,"Palacio De Los Duques, a Gran Melia Hotel",1,1997
Paid Reservation,SBE3055,The Grand Mark Prague,LW1439,"Palacio De Los Duques, a Gran Melia Hotel",1,1143
Paid Reservation,SBE7537,Chable Maroma,LW1439,"Palacio De Los Duques, a Gran Melia Hotel",1,1504
Paid Reservation,SBE7538,Chable Yucatan,LW1439,"Palacio De Los Duques, a Gran Melia Hotel",3,4487
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0117,Palais Coburg Residenz,3,7494
Paid Reservation,SBE0117,Palais Coburg Residenz,LW0117,Palais Coburg Residenz,20,77934
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW0117,Palais Coburg Residenz,1,1893
Paid Reservation,SBE1626,Baur au Lac,LW0117,Palais Coburg Residenz,1,1116
Paid Reservation,SBE1635,Hotel des Trois Couronnes,LW0117,Palais Coburg Residenz,2,6652
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW2193,Palazzo Avino,1,8002
Paid Reservation,SBE1626,Baur au Lac,LW2193,Palazzo Avino,1,28276
Paid Reservation,SBE2103,Hassler Roma,LW2193,Palazzo Avino,1,3439
Paid Reservation,SBE2112,Villa d'Este,LW2193,Palazzo Avino,1,6487
Paid Reservation,SBE2193,Palazzo Avino,LW2193,Palazzo Avino,30,139690
Paid Reservation,SBE2208,Borgo Santo Pietro,LW2193,Palazzo Avino,1,4826
Paid Reservation,SBE2214,Casa Angelina,LW2193,Palazzo Avino,1,1433
Paid Reservation,SBE2701,"The Setai, Miami Beach",LW2193,Palazzo Avino,1,16368
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW2200,Palazzo Doglio,1,558
Paid Reservation,SBE1626,Baur au Lac,LW2200,Palazzo Doglio,1,701
Paid Reservation,SBE2198,Baglioni Resort Sardinia,LW2200,Palazzo Doglio,2,2464
Paid Reservation,SBE2200,Palazzo Doglio,LW2200,Palazzo Doglio,125,99637
Paid Reservation,SBE3055,The Grand Mark Prague,LW2200,Palazzo Doglio,1,1377
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW2177,Palazzo Parigi Hotel & Grand Spa,4,5760
Paid Reservation,SBE0108,Hotel Sacher Wien,LW2177,Palazzo Parigi Hotel & Grand Spa,2,6731
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW2177,Palazzo Parigi Hotel & Grand Spa,1,1419
Paid Reservation,SBE0301,d'Angleterre,LW2177,Palazzo Parigi Hotel & Grand Spa,2,6939
Paid Reservation,SBE0651,Fauchon L'Hotel - Paris,LW2177,Palazzo Parigi Hotel & Grand Spa,1,1841
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW2177,Palazzo Parigi Hotel & Grand Spa,1,34256
Paid Reservation,SBE1607,Victoria-Jungfrau Grand Hotel & Spa,LW2177,Palazzo Parigi Hotel & Grand Spa,2,8272
Paid Reservation,SBE1608,Beau-Rivage Palace,LW2177,Palazzo Parigi Hotel & Grand Spa,1,2190
Paid Reservation,SBE1635,Hotel des Trois Couronnes,LW2177,Palazzo Parigi Hotel & Grand Spa,1,7841
Paid Reservation,SBE2112,Villa d'Este,LW2177,Palazzo Parigi Hotel & Grand Spa,1,1448
Paid Reservation,SBE2177,Palazzo Parigi Hotel & Grand Spa,LW2177,Palazzo Parigi Hotel & Grand Spa,43,173466
Paid Reservation,SBE2188,Il Sereno Lago di Como,LW2177,Palazzo Parigi Hotel & Grand Spa,1,11077
Paid Reservation,SBE2204,J.K. Place Paris,LW2177,Palazzo Parigi Hotel & Grand Spa,2,4670
Paid Reservation,SBE2208,Borgo Santo Pietro,LW2177,Palazzo Parigi Hotel & Grand Spa,1,3586
Paid Reservation,SBE8430,The Merrion Hotel,LW2177,Palazzo Parigi Hotel & Grand Spa,3,9803
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW2195,Palazzo Venart Luxury Hotel,2,1326
Paid Reservation,SBE1741,The Hay-Adams,LW2195,Palazzo Venart Luxury Hotel,1,1669
Paid Reservation,SBE2148,Baglioni Hotel Luna,LW2195,Palazzo Venart Luxury Hotel,1,2795
Paid Reservation,SBE1614,Kulm Hotel St. Moritz,LW1636,Park Gstaad,1,2973
Paid Reservation,SBE1636,Park Gstaad,LW1636,Park Gstaad,19,59594
Paid Reservation,SBE1643,Park Hotel Vitznau,LW1636,Park Gstaad,1,2497
Paid Reservation,SBE1765,Lowell Hotel,LW1636,Park Gstaad,1,3715
Paid Reservation,SBE2201,Capri Tiberio Palace,LW1636,Park Gstaad,1,1455
Paid Reservation,SBE0301,d'Angleterre,LW1643,Park Hotel Vitznau,2,5785
Paid Reservation,SBE1602,Grand Hotel Les Trois Rois,LW1643,Park Hotel Vitznau,1,1625
Paid Reservation,SBE1607,Victoria-Jungfrau Grand Hotel & Spa,LW1643,Park Hotel Vitznau,2,9201
Paid Reservation,SBE1622,Lausanne Palace,LW1643,Park Hotel Vitznau,2,5375
Paid Reservation,SBE1635,Hotel des Trois Couronnes,LW1643,Park Hotel Vitznau,1,1368
Paid Reservation,SBE1643,Park Hotel Vitznau,LW1643,Park Hotel Vitznau,7,38740
Paid Reservation,SBE2725,The Newbury Boston,LW1643,Park Hotel Vitznau,1,1184
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW2761,Parker New York,1,979
Paid Reservation,SBE0430,The Landmark London,LW2761,Parker New York,3,2684
Paid Reservation,SBE0734,Hotel Palace Berlin,LW2761,Parker New York,1,1519
Paid Reservation,SBE1741,The Hay-Adams,LW2761,Parker New York,1,486
Paid Reservation,SBE1602,Grand Hotel Les Trois Rois,LW2762,Parker Palm Springs,1,1197
Paid Reservation,SBE1776,The Rittenhouse,LW2762,Parker Palm Springs,1,2227
Paid Reservation,SBE1920,Carlisle Bay,LW2762,Parker Palm Springs,1,1049
Paid Reservation,SBE1935,Wymara Resort and Villas,LW2762,Parker Palm Springs,2,3996
Paid Reservation,SBE2112,Villa d'Este,LW2762,Parker Palm Springs,1,499
Paid Reservation,SBE2758,Malibu Beach Inn,LW2762,Parker Palm Springs,2,1797
Paid Reservation,SBE2762,Parker Palm Springs,LW2762,Parker Palm Springs,315,519962
Paid Reservation,SBE6003,La Mamounia,LW2762,Parker Palm Springs,1,2898
Paid Reservation,SBE0108,Hotel Sacher Wien,LW1310,Pestana Palace Lisboa- Hotel & National Monument,1,1295
Paid Reservation,SBE0821,Lesante Blu Exclusive Beach Resort,LW1310,Pestana Palace Lisboa- Hotel & National Monument,1,440
Paid Reservation,SBE1306,Vila Vita Parc,LW1310,Pestana Palace Lisboa- Hotel & National Monument,1,879
Paid Reservation,SBE0108,Hotel Sacher Wien,LW1316,Pestana Palácio do Freixo,3,1895
Paid Reservation,SBE1202,Hotel Continental,LW1316,Pestana Palácio do Freixo,2,3550
Paid Reservation,SBE1323,Vinha Boutique Hotel,LW1316,Pestana Palácio do Freixo,2,8241
Paid Reservation,SBE6003,La Mamounia,LW1316,Pestana Palácio do Freixo,1,1048
Paid Reservation,SBE1306,Vila Vita Parc,LW7043,Ponta dos Ganchos Exclusive Resort,1,1167
Paid Reservation,SBE7035,Hotel Fasano Rio de Janeiro,LW7043,Ponta dos Ganchos Exclusive Resort,1,4467
Paid Reservation,SBE7043,Ponta dos Ganchos Exclusive Resort,LW7043,Ponta dos Ganchos Exclusive Resort,16,39677
Paid Reservation,SBE0651,Fauchon L'Hotel - Paris,LW2180,Portrait Firenze,1,3353
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW2180,Portrait Firenze,1,3322
Paid Reservation,SBE1618,The Dolder Grand,LW2180,Portrait Firenze,1,8206
Paid Reservation,SBE2103,Hassler Roma,LW2180,Portrait Firenze,1,4259
Paid Reservation,SBE2178,J.K. Place Roma,LW2180,Portrait Firenze,1,2662
Paid Reservation,SBE0108,Hotel Sacher Wien,LW2207,Portrait Milano,1,4161
Paid Reservation,SBE0820,Katikies Kirini Santorini,LW2207,Portrait Milano,1,2245
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW2207,Portrait Milano,2,15194
Paid Reservation,SBE1614,Kulm Hotel St. Moritz,LW2207,Portrait Milano,1,5922
Paid Reservation,SBE2014,The Hazelton Hotel,LW2207,Portrait Milano,1,10598
Paid Reservation,SBE2112,Villa d'Este,LW2207,Portrait Milano,2,8064
Paid Reservation,SBE1613,Badrutt's Palace Hotel,LW2191,Portrait Roma,1,1303
Paid Reservation,SBE2178,J.K. Place Roma,LW2191,Portrait Roma,2,5703
Paid Reservation,SBE2186,Villa Cora,LW2191,Portrait Roma,2,2808
Paid Reservation,SBE2754,Mr. C Miami – Coconut Grove,LW2191,Portrait Roma,1,3514
Paid Reservation,SBE1819,Rayavadee,LW2172,Principe Forte dei Marmi,2,3748
Paid Reservation,SBE2112,Villa d'Este,LW2172,Principe Forte dei Marmi,3,8932
Paid Reservation,SBE2172,Principe Forte dei Marmi,LW2172,Principe Forte dei Marmi,1,4841
Paid Reservation,SBE2197,J.K. Place Capri,LW2172,Principe Forte dei Marmi,1,1624
Paid Reservation,SBE2205,Grand Hotel Fasano,LW2172,Principe Forte dei Marmi,1,5252
Paid Reservation,SBE1819,Rayavadee,LW2862,Raya Heritage,2,1668
Paid Reservation,SBE2112,Villa d'Este,LW2862,Raya Heritage,2,655
Paid Reservation,SBE2862,Raya Heritage,LW2862,Raya Heritage,76,51472
Paid Reservation,SBE2866,The RuMa Hotel and Residences,LW2862,Raya Heritage,1,990
Paid Reservation,SBE0351,Hotel Kämp,LW1819,Rayavadee,1,5650
Paid Reservation,SBE1618,The Dolder Grand,LW1819,Rayavadee,1,5656
Paid Reservation,SBE1819,Rayavadee,LW1819,Rayavadee,131,274931
Paid Reservation,SBE1868,The Datai Langkawi,LW1819,Rayavadee,1,3050
Paid Reservation,SBE2112,Villa d'Este,LW1819,Rayavadee,1,4480
Paid Reservation,SBE2862,Raya Heritage,LW1819,Rayavadee,3,3344
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW2206,Relais San Maurizio,1,3411
Paid Reservation,SBE0658,Royal Champagne Hotel & Spa,LW2206,Relais San Maurizio,1,1497
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW2206,Relais San Maurizio,1,977
Paid Reservation,SBE2112,Villa d'Este,LW2206,Relais San Maurizio,1,545
Paid Reservation,SBE2175,Lido Palace,LW2206,Relais San Maurizio,1,2252
Paid Reservation,SBE2206,Relais San Maurizio,LW2206,Relais San Maurizio,107,219673
Paid Reservation,SBE2710,Acqualina Resort & Residences on the Beach,LW2206,Relais San Maurizio,1,6683
Paid Reservation,SBE0428,Baglioni Hotel London,LW2216,Relais Santa Croce By Baglioni Hotels,1,4534
Paid Reservation,SBE1616,Suvretta House,LW2216,Relais Santa Croce By Baglioni Hotels,1,1571
Paid Reservation,SBE2103,Hassler Roma,LW2216,Relais Santa Croce By Baglioni Hotels,1,1708
Paid Reservation,SBE2179,Baglioni Hotel Regina,LW2216,Relais Santa Croce By Baglioni Hotels,3,5095
Paid Reservation,SBE0649,The Hotel Chais Monnet & Spa,LW6210,Residence & Spa at One&Only Royal Mirage,1,441
Paid Reservation,SBE0108,Hotel Sacher Wien,LW1620,Riffelalp Resort 2222m,2,10484
Paid Reservation,SBE1612,Le Mirador Resort and Spa,LW1620,Riffelalp Resort 2222m,1,2869
Paid Reservation,SBE1613,Badrutt's Palace Hotel,LW1620,Riffelalp Resort 2222m,1,2982
Paid Reservation,SBE1620,Riffelalp Resort 2222m,LW1620,Riffelalp Resort 2222m,51,125512
Paid Reservation,SBE1635,Hotel des Trois Couronnes,LW1620,Riffelalp Resort 2222m,1,1320
Paid Reservation,SBE1776,The Rittenhouse,LW1620,Riffelalp Resort 2222m,1,1764
Paid Reservation,SBE2184,Alpina Dolomites,LW1620,Riffelalp Resort 2222m,1,4014
Paid Reservation,SBE0902,Hotel Okura Amsterdam,LW0608,Ritz Paris,1,2760
Paid Reservation,SBE1607,Victoria-Jungfrau Grand Hotel & Spa,LW0608,Ritz Paris,1,4350
Paid Reservation,SBE2014,The Hazelton Hotel,LW0608,Ritz Paris,1,6560
Paid Reservation,SBE8430,The Merrion Hotel,LW0608,Ritz Paris,1,18416
Paid Reservation,SBE1924,Grace Bay Club,LW1936,Rock House Resort,2,21360
Paid Reservation,SBE1929,Silversands Grenada,LW1936,Rock House Resort,1,3040
Paid Reservation,SBE1935,Wymara Resort and Villas,LW1936,Rock House Resort,2,11320
Paid Reservation,SBE1936,Rock House Resort,LW1936,Rock House Resort,120,623700
Paid Reservation,SBE7542,Sensira Resort & Spa - Riviera Maya,LW1936,Rock House Resort,1,12160
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0658,Royal Champagne Hotel & Spa,1,1213
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW0658,Royal Champagne Hotel & Spa,6,10328
Paid Reservation,SBE0652,Villa Maia,LW0658,Royal Champagne Hotel & Spa,1,3178
Paid Reservation,SBE0658,Royal Champagne Hotel & Spa,LW0658,Royal Champagne Hotel & Spa,177,431771
Paid Reservation,SBE0905,Hotel des Indes,LW0658,Royal Champagne Hotel & Spa,1,2322
Paid Reservation,SBE1612,Le Mirador Resort and Spa,LW0658,Royal Champagne Hotel & Spa,3,10349
Paid Reservation,SBE2112,Villa d'Este,LW0658,Royal Champagne Hotel & Spa,2,4661
Paid Reservation,SBE3159,Villa Nai 3.3,LW0658,Royal Champagne Hotel & Spa,1,11661
Paid Reservation,SBE6009,Royal Mansour Marrakech,LW0658,Royal Champagne Hotel & Spa,1,1605
Paid Reservation,SBE2114,Grand Hotel et de Milan,LW7513,Royal Hideaway Playacar,1,2930
Paid Reservation,SBE0117,Palais Coburg Residenz,LW2110,Royal Hotel Sanremo,1,1661
Paid Reservation,SBE0624,Hotel Royal-Riviera,LW2110,Royal Hotel Sanremo,2,2489
Paid Reservation,SBE1436,Asia Gardens Hotel & Thai Spa,LW2110,Royal Hotel Sanremo,1,3009
Paid Reservation,SBE1622,Lausanne Palace,LW2110,Royal Hotel Sanremo,3,3951
Paid Reservation,SBE1636,Park Gstaad,LW2110,Royal Hotel Sanremo,1,469
Paid Reservation,SBE3650,Grand Palace Hotel,LW2110,Royal Hotel Sanremo,1,547
Paid Reservation,SBE6024,Maradiva Villas Resort & Spa,LW2110,Royal Hotel Sanremo,5,5601
Paid Reservation,SBE1311,Bairro Alto Hotel,LW6009,Royal Mansour Marrakech,1,2557
Paid Reservation,SBE6003,La Mamounia,LW6009,Royal Mansour Marrakech,2,11408
Paid Reservation,SBE6009,Royal Mansour Marrakech,LW6009,Royal Mansour Marrakech,35,227114
Paid Reservation,SBE0815,Katikies Santorini,LW0811,Royal Myconian Resort,1,663
Paid Reservation,SBE1410,Hotel Puente Romano Beach Resort,LW0811,Royal Myconian Resort,2,2507
Paid Reservation,SBE1606,Gstaad Palace,LW0811,Royal Myconian Resort,1,1292
Paid Reservation,SBE2114,Grand Hotel et de Milan,LW0811,Royal Myconian Resort,1,3177
Paid Reservation,SBE9520,Square Nine Hotel Belgrade,LW0811,Royal Myconian Resort,1,16151
Paid Reservation,SBE0108,Hotel Sacher Wien,LW1649,Royal Savoy Hotel & Spa Lausanne,1,436
Paid Reservation,SBE0301,d'Angleterre,LW1649,Royal Savoy Hotel & Spa Lausanne,2,1950
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW1649,Royal Savoy Hotel & Spa Lausanne,1,1064
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW1649,Royal Savoy Hotel & Spa Lausanne,2,1543
Paid Reservation,SBE1607,Victoria-Jungfrau Grand Hotel & Spa,LW1649,Royal Savoy Hotel & Spa Lausanne,5,4567
Paid Reservation,SBE1608,Beau-Rivage Palace,LW1649,Royal Savoy Hotel & Spa Lausanne,3,1731
Paid Reservation,SBE1612,Le Mirador Resort and Spa,LW1649,Royal Savoy Hotel & Spa Lausanne,1,933
Paid Reservation,SBE1622,Lausanne Palace,LW1649,Royal Savoy Hotel & Spa Lausanne,8,5996
Paid Reservation,SBE1624,Hotel Schweizerhof Bern & Spa,LW1649,Royal Savoy Hotel & Spa Lausanne,1,999
Paid Reservation,SBE1635,Hotel des Trois Couronnes,LW1649,Royal Savoy Hotel & Spa Lausanne,2,844
Paid Reservation,SBE1649,Royal Savoy Hotel & Spa Lausanne,LW1649,Royal Savoy Hotel & Spa Lausanne,30,29793
Paid Reservation,SBE2175,Lido Palace,LW1649,Royal Savoy Hotel & Spa Lausanne,1,834
Paid Reservation,SBE2713,The Kahala Hotel & Resort,LW1649,Royal Savoy Hotel & Spa Lausanne,1,346
Paid Reservation,SBE2766,Nobu Hotel Chicago,LW1649,Royal Savoy Hotel & Spa Lausanne,1,398
Paid Reservation,SBE0108,Hotel Sacher Wien,LW2122,San Clemente Palace Kempinski,2,2201
Paid Reservation,SBE0609,Hotel Royal - Evian Resort,LW2122,San Clemente Palace Kempinski,1,1527
Paid Reservation,SBE2114,Grand Hotel et de Milan,LW2122,San Clemente Palace Kempinski,2,2709
Paid Reservation,SBE2120,Due Torri Hotel,LW2122,San Clemente Palace Kempinski,1,2958
Paid Reservation,SBE2148,Baglioni Hotel Luna,LW2122,San Clemente Palace Kempinski,1,3457
Paid Reservation,SBE2730,The Greenwich Hotel,LW2122,San Clemente Palace Kempinski,1,2357
Paid Reservation,SBE0301,d'Angleterre,LW2748,San Ysidro Ranch,1,5690
Paid Reservation,SBE0825,Lesante Cape Resort & Villas,LW2748,San Ysidro Ranch,1,6790
Paid Reservation,SBE1741,The Hay-Adams,LW2748,San Ysidro Ranch,1,2595
Paid Reservation,SBE1765,Lowell Hotel,LW2748,San Ysidro Ranch,1,11985
Paid Reservation,SBE2730,The Greenwich Hotel,LW2748,San Ysidro Ranch,1,2595
Paid Reservation,SBE2748,San Ysidro Ranch,LW2748,San Ysidro Ranch,54,400150
Paid Reservation,SBE2758,Malibu Beach Inn,LW2748,San Ysidro Ranch,1,6290
Paid Reservation,SBE0108,Hotel Sacher Wien,LW1903,Sandy Lane,2,75060
Paid Reservation,SBE1741,The Hay-Adams,LW1903,Sandy Lane,1,9500
Paid Reservation,SBE1903,Sandy Lane,LW1903,Sandy Lane,33,303165
Paid Reservation,SBE0150,Sport Hotel Hermitage & Spa,LW1321,São Lourenço do Barrocal,2,1887
Paid Reservation,SBE0654,Maison Albar Hotels L'Imperator,LW1319,Savoy Palace,1,5054
Paid Reservation,SBE1306,Vila Vita Parc,LW1319,Savoy Palace,2,1695
Paid Reservation,SBE1436,Asia Gardens Hotel & Thai Spa,LW1319,Savoy Palace,1,1370
Paid Reservation,SBE1626,Baur au Lac,LW1319,Savoy Palace,2,3640
Paid Reservation,SBE1921,Tortuga Bay,LW1319,Savoy Palace,3,8534
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW6062,"Saxon Hotel, Villas & Spa",1,11245
Paid Reservation,SBE2768,Washington School House Hotel,LW6062,"Saxon Hotel, Villas & Spa",2,1014
Paid Reservation,SBE6062,"Saxon Hotel, Villas & Spa",LW6062,"Saxon Hotel, Villas & Spa",22,25583
Paid Reservation,SBE1626,Baur au Lac,LW0739,Schloss Elmau Luxury Spa Retreat & Cultural Hideaway,1,779
Paid Reservation,SBE1921,Tortuga Bay,LW0739,Schloss Elmau Luxury Spa Retreat & Cultural Hideaway,1,2071
Paid Reservation,SBE2184,Alpina Dolomites,LW0739,Schloss Elmau Luxury Spa Retreat & Cultural Hideaway,1,3203
Paid Reservation,SBE2713,The Kahala Hotel & Resort,LW0739,Schloss Elmau Luxury Spa Retreat & Cultural Hideaway,1,4904
Paid Reservation,SBE0351,Hotel Kämp,LW3651,Schlössle Hotel,3,857
Paid Reservation,SBE1422,Bahia del Duque,LW3651,Schlössle Hotel,2,2104
Paid Reservation,SBE1606,Gstaad Palace,LW3651,Schlössle Hotel,1,413
Paid Reservation,SBE3650,Grand Palace Hotel,LW3651,Schlössle Hotel,5,2518
Paid Reservation,SBE3651,Schlössle Hotel,LW3651,Schlössle Hotel,253,135579
Paid Reservation,SBE0108,Hotel Sacher Wien,LW1418,Seaside Grand Hotel Residencia,2,10628
Paid Reservation,SBE1320,Maison Albar Le Monumental Palace,LW1418,Seaside Grand Hotel Residencia,1,5718
